"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"25144131-2022";"Vias de fato";"Centro";2022-06-27 00:00:00;"Junho";2022
"86956151-2022";"Mandado de prisão";"Lapa";2022-06-27 00:00:00;"Junho";2022
"27733451-2022";"Roubo de carga";"São Gonçalo";2022-06-27 00:00:00;"Junho";2022
"75628871-2022";"Mandado de prisão";"São Gonçalo";2022-06-27 00:00:00;"Junho";2022
"19417601-2022";"Furto";"Niterói";2022-06-27 00:00:00;"Junho";2022
"90942451-2022";"Tráfico de drogas";"Japeri";2022-06-27 00:00:00;"Junho";2022
"93110221-2022";"Mandado de prisão";"Barra Do Piraí";2022-06-27 00:00:00;"Junho";2022
"55478521-2022";"Mandado de prisão";"Laranjeiras";2022-06-28 00:00:00;"Junho";2022
"51420391-2022";"Direção perigosa";"Itaboraí";2022-06-28 00:00:00;"Junho";2022
"28274981-2022";"Posse e uso";"Recreio";2022-06-28 00:00:00;"Junho";2022
NA;"Desobediência";"Campos";2022-06-28 00:00:00;"Junho";NA
"26955091-2022";"Tráfico de drogas";"Campos";2022-06-28 00:00:00;"Junho";2022
"41137961-2022";"Roubo a transeunte";"Campos";2022-06-28 00:00:00;"Junho";2022
"16872181-2022";"Posse e uso";"Copacabana";2022-06-28 00:00:00;"Junho";2022
"11137291-2022";"Furto a estabelecimento comercial";"Caxias";2022-06-28 00:00:00;"Junho";2022
"51082281-2022";"Apreensão de material";"Botafogo";2022-06-28 00:00:00;"Junho";2022
"30688531-2022";"Receptação";"Grajaú E Vila Isabel";2022-06-28 00:00:00;"Junho";2022
"05899121-2022";"Apreensão de material";"Copacabana";2022-06-28 00:00:00;"Junho";2022
"18458171-2022";"Porte de arma branca";"Copacabana";2022-06-28 00:00:00;"Junho";2022
"15252281-2022";"Mandado de prisão";"Campos";2022-06-28 00:00:00;"Junho";2022
"89552461-2022";"Injúria";"Copacabana";2022-06-28 00:00:00;"Junho";2022
"25554951-2022";"Mandado de prisão";"Tijuca";2022-06-28 00:00:00;"Junho";2022
"66278141-2022";"Tentativa de homicídio";"São Gonçalo";2022-06-28 00:00:00;"Junho";2022
"91495831-2022";"Roubo";"São Gonçalo";2022-06-28 00:00:00;"Junho";2022
"80510181-2022";"Furto a estabelecimento comercial";"Nova Iguaçu";2022-06-28 00:00:00;"Junho";2022
"84028651-2022";"Arma de fogo";"Niterói";2022-06-28 00:00:00;"Junho";2022
"67782051-2022";"Furto";"Ipanema";2022-06-28 00:00:00;"Junho";2022
"06748201-2022";"Apreensão de animais";"Ipanema";2022-06-28 00:00:00;"Junho";2022
"58723841-2022";"Apreensão de material";"Centro";2022-06-28 00:00:00;"Junho";2022
"69425611-2022";"Furto a estabelecimento comercial";"Botafogo";2022-06-29 00:00:00;"Junho";2022
"41569421-2022";"Roubo a transeunte";"Barra";2022-06-29 00:00:00;"Junho";2022
"31296711-2022";"Lesão corporal";"Bangu";2022-06-29 00:00:00;"Junho";2022
"03751151-2022";"Posse e uso";"Campos";2022-06-29 00:00:00;"Junho";2022
"96020101-2022";"Tráfico de drogas";"São Gonçalo";2022-06-29 00:00:00;"Junho";2022
"73114341-2022";"Furto";"Copacabana";2022-06-29 00:00:00;"Junho";2022
"67116911-2022";"Roubo a transeunte";"Centro";2022-06-29 00:00:00;"Junho";2022
"67489501-2022";"Fato atípico";"Miguel Pereira";2022-06-29 00:00:00;"Junho";2022
"55632091-2022";"Furto a estabelecimento comercial";"Laranjeiras";2022-06-29 00:00:00;"Junho";2022
"11550551-2022";"Furto a transeunte";"Centro";2022-06-29 00:00:00;"Junho";2022
"51180711-2022";"Posse e uso";"Laranjeiras";2022-06-29 00:00:00;"Junho";2022
"68660241-2022";"Mandado de prisão";"Centro";2022-06-29 00:00:00;"Junho";2022
"30944651-2022";"Mandado de prisão";"Miguel Couto";2022-06-29 00:00:00;"Junho";2022
"17469541-2022";"Mandado de prisão";"Laranjeiras";2022-06-29 00:00:00;"Junho";2022
"50829141-2022";"Roubo a estabelecimento comercial";"Volta Redonda";2022-06-29 00:00:00;"Junho";2022
"30420431-2022";"Desobediência";"Tijuca";2022-06-29 00:00:00;"Junho";2022
"35806191-2022";"Furto a estabelecimento comercial";"Niterói";2022-06-29 00:00:00;"Junho";2022
"83472341-2022";"Apreensão de drogas";"Magé E Piabetá";2022-06-29 00:00:00;"Junho";2022
"23902381-2022";"Furto";"Lapa";2022-06-29 00:00:00;"Junho";2022
"78947921-2022";"Mandado de prisão";"Lapa";2022-06-29 00:00:00;"Junho";2022
"53141811-2022";"Furto de cabos";"Japeri";2022-06-29 00:00:00;"Junho";2022
"03200071-2022";"Receptação";"Itaboraí";2022-06-29 00:00:00;"Junho";2022
"08433131-2022";"Furto a estabelecimento comercial";"Ipanema";2022-06-29 00:00:00;"Junho";2022
"20203031-2022";"Apreensão de veículo";"Centro";2022-06-29 00:00:00;"Junho";2022
"44071371-2022";"Mandado de prisão";"Centro";2022-06-29 00:00:00;"Junho";2022
NA;"Furto de aparelho de celular";"Lapa";2022-06-30 00:00:00;"Junho";NA
"44001512-2022";"Posse e uso";"Volta Redonda";2022-06-30 00:00:00;"Junho";2022
"62730241-2022";"Posse e uso";"Recreio";2022-06-30 00:00:00;"Junho";2022
"35135261-2022";"Apreensão de veículo";"Recreio";2022-06-30 00:00:00;"Junho";2022
"07648751-2022";"Posse e uso";"Recreio";2022-06-30 00:00:00;"Junho";2022
"27708961-2022";"Apreensão de veículo";"Méier";2022-06-30 00:00:00;"Junho";2022
"81889491-2022";"Posse e uso";"Macaé";2022-06-30 00:00:00;"Junho";2022
"19506971-2022";"Furto de veículo";"Itaguaí";2022-06-30 00:00:00;"Junho";2022
"32215672-2022";"Furto de aparelho de celular";"Copacabana";2022-06-30 00:00:00;"Junho";2022
"67456221-2022";"Furto";"Barra";2022-06-30 00:00:00;"Junho";2022
"51284351-2022";"Furto a estabelecimento comercial";"Centro";2022-06-30 00:00:00;"Junho";2022
"75050981-2022";"Mandado de prisão";"Centro";2022-06-30 00:00:00;"Junho";2022
"17823911-2022";"Posse e uso";"Miguel Pereira";2022-06-30 00:00:00;"Junho";2022
"39868361-2022";"Mandado de prisão";"Volta Redonda";2022-06-30 00:00:00;"Junho";2022
"20150191-2022";"Posse e uso";"Recreio";2022-06-30 00:00:00;"Junho";2022
"99965571-2022";"Desacato";"Miguel Couto";2022-06-30 00:00:00;"Junho";2022
"81993701-2022";"Posse e uso";"Teresópolis";2022-06-30 00:00:00;"Junho";2022
"62817611-2022";"Mandado de prisão";"São Gonçalo";2022-06-30 00:00:00;"Junho";2022
"45620161-2022";"Mandado de prisão";"São Gonçalo";2022-06-30 00:00:00;"Junho";2022
"23697491-2022";"Mandado de prisão";"Recreio";2022-06-30 00:00:00;"Junho";2022
"89982491-2022";"Mandado de prisão";"Centro";2022-06-30 00:00:00;"Junho";2022
"67759241-2022";"Mandado de prisão";"Austin";2022-06-30 00:00:00;"Junho";2022
"19518861-2022";"Furto de aparelho de celular";"Copacabana";2022-07-01 00:00:00;"Julho";2022
"53012151-2022";"Apreensão de veículo";"Miguel Couto";2022-07-01 00:00:00;"Julho";2022
"53137191-2022";"Ameaça";"Grajaú E Vila Isabel";2022-07-01 00:00:00;"Julho";2022
"92310601-2022";"Mandado de prisão";"Recreio";2022-07-01 00:00:00;"Julho";2022
"57020431-2022";"Apreensão de veículo";"Campos";2022-07-01 00:00:00;"Julho";2022
"72905052-2022";"Apreensão de drogas";"Teresópolis";2022-07-01 00:00:00;"Julho";2022
"10375121-2022";"Furto a estabelecimento comercial";"Caxias";2022-07-01 00:00:00;"Julho";2022
"40463501-2022";"Fato atípico";"Itaboraí";2022-07-01 00:00:00;"Julho";2022
"22666691-2022";"Porte de arma branca";"Botafogo";2022-07-01 00:00:00;"Julho";2022
"08002071-2023";"Porte de arma branca";"Botafogo";2022-07-01 00:00:00;"Julho";2023
"33635771-2022";"Furto";"Campos";2022-07-01 00:00:00;"Julho";2022
"42076371-2022";"Apreensão de veículo";"Barra";2022-07-01 00:00:00;"Julho";2022
"67118771-2022";"Posse e uso";"Campos";2022-07-01 00:00:00;"Julho";2022
"03761131-2022";"Posse e uso";"Recreio";2022-07-01 00:00:00;"Julho";2022
"21181611-2022";"Furto a estabelecimento comercial";"Nova Iguaçu";2022-07-01 00:00:00;"Julho";2022
"72000661-2022";"Furto a estabelecimento comercial";"Nova Iguaçu";2022-07-01 00:00:00;"Julho";2022
"23506131-2022";"Furto";"Niterói";2022-07-01 00:00:00;"Julho";2022
"83606451-2022";"Furto";"Niterói";2022-07-01 00:00:00;"Julho";2022
"87964521-2022";"Posse e uso";"Niterói";2022-07-01 00:00:00;"Julho";2022
"21120591-2022";"Mandado de prisão";"Niterói";2022-07-01 00:00:00;"Julho";2022
"44059131-2022";"Tráfico de drogas";"Centro";2022-07-01 00:00:00;"Julho";2022
"81020201-2022";"Apreensão de material";"Centro";2022-07-01 00:00:00;"Julho";2022
"01263341-2022";"Roubo a transeunte";"Botafogo";2022-07-02 00:00:00;"Julho";2022
"59847301-2022";"Adulteração do sinal identificador de veículo";"Itaboraí";2022-07-02 00:00:00;"Julho";2022
"07776781-2022";"Apreensão de drogas";"Grajaú E Vila Isabel";2022-07-02 00:00:00;"Julho";2022
"01316611-2022";"Furto a estabelecimento comercial";"Japeri";2022-07-02 00:00:00;"Julho";2022
"43340951-2022";"Furto a estabelecimento comercial";"Nova Iguaçu";2022-07-02 00:00:00;"Julho";2022
"33044432-2022";"Posse e uso";"Macaé";2022-07-02 00:00:00;"Julho";2022
"26606491-2022";"Roubo de aparelho celular";"Barra";2022-07-02 00:00:00;"Julho";2022
"95364371-2022";"Vias de fato";"Nova Iguaçu";2022-07-02 00:00:00;"Julho";2022
"19909361-2022";"Lesão corporal dolosa";"Laranjeiras";2022-07-02 00:00:00;"Julho";2022
"97532621-2022";"Furto a estabelecimento comercial";"Nova Iguaçu";2022-07-02 00:00:00;"Julho";2022
"46945531-2022";"Mandado de prisão";"Nova Iguaçu";2022-07-02 00:00:00;"Julho";2022
"43735061-2022";"Furto a estabelecimento comercial";"Barra";2022-07-02 00:00:00;"Julho";2022
"03049081-2022";"Posse e uso";"Barra";2022-07-02 00:00:00;"Julho";2022
"99101501-2022";"Mandado de prisão";"Centro";2022-07-02 00:00:00;"Julho";2022
"57609131-2022";"Posse e uso";"Barra";2022-07-02 00:00:00;"Julho";2022
"45159351-2022";"Furto a estabelecimento comercial";"Campos";2022-07-02 00:00:00;"Julho";2022
"09096931-2022";"Mandado de prisão";"Campos";2022-07-02 00:00:00;"Julho";2022
"98114721-2022";"Mandado de prisão";"Botafogo";2022-07-02 00:00:00;"Julho";2022
"98623761-2022";"Lesão corporal dolosa";"Teresópolis";2022-07-02 00:00:00;"Julho";2022
"93657041-2022";"Posse e uso";"Miguel Pereira";2022-07-02 00:00:00;"Julho";2022
"51596901-2022";"Receptação";"Itaboraí";2022-07-02 00:00:00;"Julho";2022
"95861261-2022";"Mandado de prisão";"Seropédica";2022-07-02 00:00:00;"Julho";2022
"90055251-2022";"Furto a estabelecimento comercial";"São Gonçalo";2022-07-02 00:00:00;"Julho";2022
"77298861-2022";"Apreensão de material";"Macaé";2022-07-02 00:00:00;"Julho";2022
"55075271-2022";"Apreensão de celular";"Itaboraí";2022-07-02 00:00:00;"Julho";2022
"49238582-2022";"Auxílio a transeunte";"Lapa";2022-07-02 00:00:00;"Julho";2022
"77372291-2022";"Posse e uso";"Volta Redonda";2022-07-02 00:00:00;"Julho";2022
"97950211-2022";"Apreensão de drogas";"Niterói";2022-07-02 00:00:00;"Julho";2022
"52150501-2022";"Apreensão de material";"Leblon";2022-07-02 00:00:00;"Julho";2022
"57616211-2022";"Receptação";"Leblon";2022-07-02 00:00:00;"Julho";2022
"01313331-2022";"Apreensão de veículo";"Austin";2022-07-02 00:00:00;"Julho";2022
"03720381-2022";"Apreensão de material";"Lapa";2022-07-03 00:00:00;"Julho";2022
"65476801-2022";"Furto de aparelho de celular";"Botafogo";2022-07-03 00:00:00;"Julho";2022
"90737431-2022";"Posse e uso";"Campos";2022-07-03 00:00:00;"Julho";2022
"38499641-2022";"Agressão";"Barra Do Piraí";2022-07-03 00:00:00;"Julho";2022
"91489631-2022";"Posse e uso";"Barra Do Piraí";2022-07-03 00:00:00;"Julho";2022
"44680781-2022";"Apreensão de material";"Copacabana";2022-07-03 00:00:00;"Julho";2022
"00164961-2022";"Posse e uso";"Recreio";2022-07-03 00:00:00;"Julho";2022
"02897001-2022";"Receptação";"Botafogo";2022-07-03 00:00:00;"Julho";2022
"93684401-2022";"Apreensão de material";"Copacabana";2022-07-03 00:00:00;"Julho";2022
"13513661-2022";"Posse e uso";"Barra";2022-07-03 00:00:00;"Julho";2022
"88848531-2022";"Posse e uso";"Campos";2022-07-03 00:00:00;"Julho";2022
"39767281-2022";"Mandado de prisão";"Campos";2022-07-03 00:00:00;"Julho";2022
"14954331-2022";"Apreensão de material";"Recreio";2022-07-03 00:00:00;"Julho";2022
"93899631-2022";"Posse e uso";"Macaé";2022-07-03 00:00:00;"Julho";2022
"22780811-2022";"Ameaça";"Caxias";2022-07-03 00:00:00;"Julho";2022
"14055861-2022";"Lesão corporal dolosa";"Barra Do Piraí";2022-07-03 00:00:00;"Julho";2022
"13025481-2022";"Receptação";"Lapa";2022-07-03 00:00:00;"Julho";2022
"45607641-2022";"Furto";"Tijuca";2022-07-03 00:00:00;"Julho";2022
"77879941-2022";"Furto a estabelecimento comercial";"Leblon";2022-07-03 00:00:00;"Julho";2022
"47699901-2022";"Apreensão de material";"Lapa";2022-07-03 00:00:00;"Julho";2022
"51031301-2022";"Posse e uso";"Centro";2022-07-03 00:00:00;"Julho";2022
"38499641-2022";"Lesão corporal";"Barra Do Piraí";2022-07-03 00:00:00;"Julho";2022
"60319871-2022";"Roubo";"Aterro";2022-07-03 00:00:00;"Julho";2022
"53120581-2022";"Roubo";"Aterro";2022-07-03 00:00:00;"Julho";2022
"97881491-2022";"Receptação";"Botafogo";2022-07-04 00:00:00;"Julho";2022
"53566771-2022";"Posse e uso";"Volta Redonda";2022-07-04 00:00:00;"Julho";2022
"18063061-2022";"Posse e uso";"Volta Redonda";2022-07-04 00:00:00;"Julho";2022
"47403621-2022";"Direção perigosa";"Recreio";2022-07-04 00:00:00;"Julho";2022
"84711891-2022";"Furto a transeunte";"Copacabana";2022-07-04 00:00:00;"Julho";2022
"30419032-2022";"Furto";"Barra";2022-07-04 00:00:00;"Julho";2022
"34263201-2022";"Posse e uso";"Recreio";2022-07-04 00:00:00;"Julho";2022
"40622301-2022";"Posse e uso";"Macaé";2022-07-04 00:00:00;"Julho";2022
"86362041-2022";"Furto";"Belford Roxo";2022-07-04 00:00:00;"Julho";2022
"36837911-2022";"Posse e uso";"Campos";2022-07-04 00:00:00;"Julho";2022
"32793142-2022";"Furto";"Japeri";2022-07-04 00:00:00;"Julho";2022
"63401031-2022";"Lesão corporal culposa de trânsito";"Copacabana";2022-07-04 00:00:00;"Julho";2022
"45491471-2022";"Furto";"Méier";2022-07-04 00:00:00;"Julho";2022
"57985451-2022";"Mandado de prisão";"Centro";2022-07-04 00:00:00;"Julho";2022
"21857571-2022";"Apreensão de drogas";"Macaé";2022-07-04 00:00:00;"Julho";2022
"62235631-2022";"Apreensão de veículo";"Itaboraí";2022-07-04 00:00:00;"Julho";2022
"33116141-2022";"Posse e uso";"Miguel Pereira";2022-07-04 00:00:00;"Julho";2022
"47718411-2022";"Posse e uso";"Recreio";2022-07-04 00:00:00;"Julho";2022
"44790931-2022";"Ato obsceno";"Recreio";2022-07-04 00:00:00;"Julho";2022
NA;"Ameaça";"Queimados";2022-07-04 00:00:00;"Julho";NA
"62623491-2022";"Posse e uso";"Japeri";2022-07-04 00:00:00;"Julho";2022
"81470081-2022";"Furto a transeunte";"Copacabana";2022-07-04 00:00:00;"Julho";2022
"48661631-2022";"Posse e uso";"Copacabana";2022-07-04 00:00:00;"Julho";2022
"16575051-2022";"Mandado de prisão";"Copacabana";2022-07-04 00:00:00;"Julho";2022
"88667592-2022";"Posse e uso";"Macaé";2022-07-04 00:00:00;"Julho";2022
"54196611-2022";"Direção perigosa";"Caxias";2022-07-04 00:00:00;"Julho";2022
NA;"Fato atípico";"Tijuca";2022-07-04 00:00:00;"Julho";NA
"96582421-2022";"Fato atípico";"Tijuca";2022-07-04 00:00:00;"Julho";2022
"29803281-2022";"Roubo";"São Gonçalo";2022-07-04 00:00:00;"Julho";2022
"52917171-2022";"Homicídio doloso";"São Gonçalo";2022-07-04 00:00:00;"Julho";2022
"87897741-2022";"Furto";"Nova Iguaçu";2022-07-04 00:00:00;"Julho";2022
"89016311-2022";"Furto a estabelecimento comercial";"Nova Iguaçu";2022-07-04 00:00:00;"Julho";2022
"29373261-2022";"Mandado de prisão";"Niterói";2022-07-04 00:00:00;"Julho";2022
"27115021-2022";"Furto";"Centro";2022-07-04 00:00:00;"Julho";2022
"97111281-2022";"Roubo";"Centro";2022-07-04 00:00:00;"Julho";2022
"70072681-2021";"Furto";"Centro";2022-07-04 00:00:00;"Julho";2021
"98874571-2022";"Furto a estabelecimento comercial";"Centro";2022-07-04 00:00:00;"Julho";2022
"58020791-2022";"Posse e uso";"Centro";2022-07-04 00:00:00;"Julho";2022
"42992801-2022";"Mandado de prisão";"Centro";2022-07-04 00:00:00;"Julho";2022
"22857061-2022";"Posse e uso";"Campos";2022-07-04 00:00:00;"Julho";2022
"46258401-2022";"Posse e uso";"Barra Do Piraí";2022-07-04 00:00:00;"Julho";2022
"33185781-2022";"Apreensão de material";"Barra Do Piraí";2022-07-04 00:00:00;"Julho";2022
"01146001-2022";"Furto";"Austin";2022-07-04 00:00:00;"Julho";2022
"16893191-2022";"Receptação";"Austin";2022-07-04 00:00:00;"Julho";2022
"31833691-2022";"Porte de arma branca";"Lapa";2022-07-05 00:00:00;"Julho";2022
"64219471-2022";"Apreensão de material";"Lapa";2022-07-05 00:00:00;"Julho";2022
"12673851-2022";"Apreensão de material";"Lapa";2022-07-05 00:00:00;"Julho";2022
"23888061-2022";"Mandado de prisão";"Barra";2022-07-05 00:00:00;"Julho";2022
"27666552-2022";"Apreensão de material";"Centro";2022-07-05 00:00:00;"Julho";2022
"23527431-2022";"Mandado de prisão";"Miguel Pereira";2022-07-05 00:00:00;"Julho";2022
"46003781-2022";"Apreensão de veículo";"Centro";2022-07-05 00:00:00;"Julho";2022
"53592931-2022";"Posse e uso";"Barra";2022-07-05 00:00:00;"Julho";2022
"63931921-2022";"Posse e uso";"Recreio";2022-07-05 00:00:00;"Julho";2022
"92894491-2022";"Mandado de prisão";"Paracambi";2022-07-05 00:00:00;"Julho";2022
"47386341-2022";"Mandado de prisão";"Seropédica";2022-07-05 00:00:00;"Julho";2022
"59901081-2022";"Desacato";"Barra";2022-07-05 00:00:00;"Julho";2022
"07174501-2022";"Posse e uso";"Macaé";2022-07-05 00:00:00;"Julho";2022
"90897802-2022";"Apreensão de material";"Centro";2022-07-05 00:00:00;"Julho";2022
"67022521-2022";"Posse e uso";"Recreio";2022-07-05 00:00:00;"Julho";2022
"81274991-2022";"Furto a estabelecimento comercial";"Barra Do Piraí";2022-07-05 00:00:00;"Julho";2022
"23698031-2022";"Mandado de prisão";"Nova Iguaçu";2022-07-05 00:00:00;"Julho";2022
"44759831-2022";"Mandado de prisão";"Itaboraí";2022-07-05 00:00:00;"Julho";2022
"97245211-2022";"Apreensão de drogas";"Lapa";2022-07-05 00:00:00;"Julho";2022
"06768181-2022";"Injúria";"Botafogo";2022-07-05 00:00:00;"Julho";2022
"88439601-2022";"Posse e uso";"Macaé";2022-07-05 00:00:00;"Julho";2022
"86302671-2022";"Encontro de pessoas";"Volta Redonda";2022-07-05 00:00:00;"Julho";2022
"12859991-2022";"Importunação sexual";"Três Rios";2022-07-05 00:00:00;"Julho";2022
"61591281-2022";"Furto";"São Gonçalo";2022-07-05 00:00:00;"Julho";2022
"89707551-2022";"Posse e uso";"Niterói";2022-07-05 00:00:00;"Julho";2022
"61998551-2022";"Receptação";"Magé E Piabetá";2022-07-05 00:00:00;"Julho";2022
"44759831-2022";"Apreensão";"Itaboraí";2022-07-05 00:00:00;"Julho";2022
"40192271-2022";"Roubo";"Centro";2022-07-05 00:00:00;"Julho";2022
"22580941-2022";"Furto";"Centro";2022-07-05 00:00:00;"Julho";2022
"99781201-2022";"Lesão corporal";"Bangu";2022-07-05 00:00:00;"Julho";2022
"26561941-2022";"Furto";"Bangu";2022-07-05 00:00:00;"Julho";2022
"38889292-2022";"Furto a transeunte";"Barra";2022-07-06 00:00:00;"Julho";2022
"14357621-2022";"Mandado de prisão";"Barra";2022-07-06 00:00:00;"Julho";2022
"90717751-2022";"Tráfico de drogas";"Itaboraí";2022-07-06 00:00:00;"Julho";2022
"50760681-2022";"Tráfico de drogas";"Recreio";2022-07-06 00:00:00;"Julho";2022
"44759831-2022";"Apreensão de veículo";"Itaboraí";2022-07-06 00:00:00;"Julho";2022
"53989211-2022";"Posse e uso";"Campos";2022-07-06 00:00:00;"Julho";2022
"69845981-2022";"Furto";"Grajaú E Vila Isabel";2022-07-06 00:00:00;"Julho";2022
"89999351-2022";"Posse e uso";"Recreio";2022-07-06 00:00:00;"Julho";2022
"76460021-2022";"Mandado de prisão";"Recreio";2022-07-06 00:00:00;"Julho";2022
"08447721-2022";"Posse e uso";"Copacabana";2022-07-06 00:00:00;"Julho";2022
"47381811-2022";"Posse e uso";"Laranjeiras";2022-07-06 00:00:00;"Julho";2022
"68814001-2022";"Fato atípico";"Barra Do Piraí";2022-07-06 00:00:00;"Julho";2022
"60746571-2022";"Posse e uso";"Recreio";2022-07-06 00:00:00;"Julho";2022
"18178691-2022";"Recuperação de veículo";"Grajaú E Vila Isabel";2022-07-06 00:00:00;"Julho";2022
"67096371-2022";"Desobediência";"Méier";2022-07-06 00:00:00;"Julho";2022
"45509381-2022";"Mandado de prisão";"Méier";2022-07-06 00:00:00;"Julho";2022
"47980921-2022";"Posse e uso";"Recreio";2022-07-06 00:00:00;"Julho";2022
"69930811-2022";"Fraudes";"Centro";2022-07-06 00:00:00;"Julho";2022
"71940511-2022";"Mandado de prisão";"Paracambi";2022-07-06 00:00:00;"Julho";2022
"40507441-2022";"Posse e uso";"Macaé";2022-07-06 00:00:00;"Julho";2022
"90612581-2022";"Furto a transeunte";"Três Rios";2022-07-06 00:00:00;"Julho";2022
"36296911-2022";"Corrupção";"Niterói";2022-07-06 00:00:00;"Julho";2022
"74971801-2022";"Posse e uso";"Niterói";2022-07-06 00:00:00;"Julho";2022
"91748811-2022";"Porte de arma branca";"Niterói";2022-07-06 00:00:00;"Julho";2022
"95083931-2022";"Roubo";"Magé E Piabetá";2022-07-06 00:00:00;"Julho";2022
"76244011-2022";"Mandado de prisão";"Magé E Piabetá";2022-07-06 00:00:00;"Julho";2022
"89624571-2022";"Estelionato";"Leblon";2022-07-06 00:00:00;"Julho";2022
"30025271-2022";"Mandado de prisão";"Leblon";2022-07-06 00:00:00;"Julho";2022
"72754671-2022";"Tráfico de drogas";"Itaguaí";2022-07-06 00:00:00;"Julho";2022
"70424321-2022";"Lesão corporal";"Bangu";2022-07-06 00:00:00;"Julho";2022
"60008701-2022";"Furto de aparelho de celular";"Copacabana";2022-07-07 00:00:00;"Julho";2022
"71620211-2022";"Apreensão de veículo";"Miguel Couto";2022-07-07 00:00:00;"Julho";2022
"01271021-2022";"Receptação";"Copacabana";2022-07-07 00:00:00;"Julho";2022
"86857941-2022";"Direção perigosa";"Macaé";2022-07-07 00:00:00;"Julho";2022
"86123701-2022";"Mandado de prisão";"Macaé";2022-07-07 00:00:00;"Julho";2022
"72618761-2022";"Roubo a transeunte";"Leblon";2022-07-07 00:00:00;"Julho";2022
"73440451-2022";"Apreensão de veículo";"Recreio";2022-07-07 00:00:00;"Julho";2022
"37824071-2022";"Estelionato";"Caxias";2022-07-07 00:00:00;"Julho";2022
"77878481-2022";"Posse e uso";"Campos";2022-07-07 00:00:00;"Julho";2022
"76348861-2022";"Furto a transeunte";"Copacabana";2022-07-07 00:00:00;"Julho";2022
"99404011-2022";"Fato atípico";"Seropédica";2022-07-07 00:00:00;"Julho";2022
"16516821-2022";"Mandado de prisão";"Teresópolis";2022-07-07 00:00:00;"Julho";2022
"99677751-2022";"Posse e uso";"Recreio";2022-07-07 00:00:00;"Julho";2022
"21777322-2022";"Posse e uso";"Campos";2022-07-07 00:00:00;"Julho";2022
"34784631-2022";"Posse e uso";"Paracambi";2022-07-07 00:00:00;"Julho";2022
"96723161-2022";"Porte de arma branca";"Botafogo";2022-07-07 00:00:00;"Julho";2022
"00101991-2022";"Posse e uso";"Copacabana";2022-07-07 00:00:00;"Julho";2022
"59022871-2022";"Mandado de prisão";"Miguel Couto";2022-07-07 00:00:00;"Julho";2022
"43061171-2022";"Posse e uso";"Campos";2022-07-07 00:00:00;"Julho";2022
"57057951-2022";"Furto";"São Gonçalo";2022-07-07 00:00:00;"Julho";2022
"63683001-2022";"Apreensão de material";"Centro";2022-07-07 00:00:00;"Julho";2022
"71606401-2022";"Lesão corporal";"Centro";2022-07-07 00:00:00;"Julho";2022
"81748651-2022";"Lesão corporal";"Centro";2022-07-07 00:00:00;"Julho";2022
"25580421-2022";"Posse e uso";"Barra Do Piraí";2022-07-07 00:00:00;"Julho";2022
"58981431-2022";"Mandado de prisão";"Barra";2022-07-08 00:00:00;"Julho";2022
"26284611-2022";"Recuperação de veículo";"Barra";2022-07-08 00:00:00;"Julho";2022
"47683721-2022";"Posse e uso";"Macaé";2022-07-08 00:00:00;"Julho";2022
"00445491-2022";"Posse e uso";"Barra";2022-07-08 00:00:00;"Julho";2022
"54124561-2022";"Roubo de veículo";"São Gonçalo";2022-07-08 00:00:00;"Julho";2022
"45396161-2022";"Posse e uso";"Recreio";2022-07-08 00:00:00;"Julho";2022
"07068631-2022";"Apreensão de material";"Caxias";2022-07-08 00:00:00;"Julho";2022
"01520321-2022";"Posse e uso";"Miguel Pereira";2022-07-08 00:00:00;"Julho";2022
"39900041-2022";"Lesão corporal dolosa";"Laranjeiras";2022-07-08 00:00:00;"Julho";2022
"24517511-2022";"Posse e uso";"Nova Iguaçu";2022-07-08 00:00:00;"Julho";2022
"96401381-2022";"Furto de bicicleta";"Copacabana";2022-07-08 00:00:00;"Julho";2022
"52366271-2022";"Fato atípico";"Caxias";2022-07-08 00:00:00;"Julho";2022
"77848233-2022";"Receptação";"Campos";2022-07-08 00:00:00;"Julho";2022
"40300081-2022";"Mandado de prisão";"Recreio";2022-07-08 00:00:00;"Julho";2022
"77274941-2022";"Posse e uso";"Macaé";2022-07-08 00:00:00;"Julho";2022
"38071711-2022";"Mandado de prisão";"Miguel Couto";2022-07-08 00:00:00;"Julho";2022
"53183931-2022";"Furto";"Campos";2022-07-08 00:00:00;"Julho";2022
"83783801-2022";"Apreensão de drogas";"Macaé";2022-07-08 00:00:00;"Julho";2022
"59815361-2022";"Furto de aparelho de celular";"Botafogo";2022-07-08 00:00:00;"Julho";2022
NA;"Maria da penha";"Niterói";2022-07-08 00:00:00;"Julho";NA
NA;"Crime contra mulher";"Niterói";2022-07-08 00:00:00;"Julho";NA
"11667211-2022";"Posse e uso";"Macaé";2022-07-08 00:00:00;"Julho";2022
"18693951-2022";"Desobediência";"Ipanema";2022-07-08 00:00:00;"Julho";2022
"88717271-2022";"Ameaça";"Bangu";2022-07-08 00:00:00;"Julho";2022
"05668941-2022";"Fato atípico";"Bangu";2022-07-08 00:00:00;"Julho";2022
"73506921-2022";"Adulteração do sinal identificador de veículo";"Austin";2022-07-08 00:00:00;"Julho";2022
"30966221-2022";"Adulteração do sinal identificador de veículo";"Austin";2022-07-08 00:00:00;"Julho";2022
