"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"15428891-2021";"Posse e uso";"Itaguaí";2021-07-14 00:00:00;"Julho";2021
"54265661-2021";"Maria da penha";"Recreio";2021-07-15 00:00:00;"Julho";2021
"50594002-2021";"Posse e uso";"Recreio";2021-07-15 00:00:00;"Julho";2021
"73413861-2021";"Porte de arma branca";"Botafogo";2021-07-15 00:00:00;"Julho";2021
"10816421-2021";"Receptação";"Niterói";2021-07-15 00:00:00;"Julho";2021
"98910111-2021";"Furto";"Méier";2021-07-15 00:00:00;"Julho";2021
"22515061-2021";"Receptação";"Ipanema";2021-07-15 00:00:00;"Julho";2021
"72631821-2021";"Roubo a transeunte";"Ipanema";2021-07-15 00:00:00;"Julho";2021
"58091511-2021";"Adulteração do sinal identificador de veículo";"Recreio";2021-07-15 00:00:00;"Julho";2021
"14306431-2021";"Adulteração do sinal identificador de veículo";"Caxias";2021-07-15 00:00:00;"Julho";2021
"22038431-2021";"Furto";"Aterro";2021-07-15 00:00:00;"Julho";2021
"13692141-2021";"Tráfico de drogas";"Centro";2021-07-15 00:00:00;"Julho";2021
"01256261-2021";"Arma de fogo";"Belford Roxo";2021-07-15 00:00:00;"Julho";2021
"31734311-2021";"Posse e uso";"Recreio";2021-07-15 00:00:00;"Julho";2021
"84318611-2021";"Mandado de prisão";"Centro";2021-07-15 00:00:00;"Julho";2021
"30049801-2021";"Apreensão de celular";"Botafogo";2021-07-15 00:00:00;"Julho";2021
"59185461-2021";"Mandado de prisão";"Nova Iguaçu";2021-07-15 00:00:00;"Julho";2021
"34729171-2021";"Furto";"Lapa";2021-07-15 00:00:00;"Julho";2021
"88756111-2021";"Receptação";"Centro";2021-07-15 00:00:00;"Julho";2021
"77983681-2021";"Mandado de prisão";"Magé E Piabetá";2021-07-16 00:00:00;"Julho";2021
"34287311-2021";"Fraudes";"São Gonçalo";2021-07-16 00:00:00;"Julho";2021
"55342481-2021";"Furto";"Copacabana";2021-07-16 00:00:00;"Julho";2021
"11025991-2021";"Apreensão de veículo";"Itaguaí";2021-07-16 00:00:00;"Julho";2021
"07428591-2021";"Posse e uso";"Leblon";2021-07-16 00:00:00;"Julho";2021
"58781261-2021";"Furto a estabelecimento comercial";"Barra";2021-07-16 00:00:00;"Julho";2021
"06278811-2021";"Estelionato";"Austin";2021-07-16 00:00:00;"Julho";2021
"14198261-2021";"Posse e uso";"Miguel Pereira";2021-07-16 00:00:00;"Julho";2021
"12925261-2021";"Furto a estabelecimento comercial";"Caxias";2021-07-16 00:00:00;"Julho";2021
"66556401-2021";"Captura de evadido";"Barra";2021-07-16 00:00:00;"Julho";2021
"35808641-2021";"Posse e uso";"Laranjeiras";2021-07-16 00:00:00;"Julho";2021
"86193051-2021";"Mandado de prisão";"Miguel Pereira";2021-07-16 00:00:00;"Julho";2021
"86921572-2021";"Mandado de prisão";"Nova Iguaçu";2021-07-16 00:00:00;"Julho";2021
"44732571-2021";"Maria da penha";"Japeri";2021-07-16 00:00:00;"Julho";2021
"16250711-2021";"Mandado de prisão";"Bangu";2021-07-16 00:00:00;"Julho";2021
"32808541-2021";"Furto";"Botafogo";2021-07-16 00:00:00;"Julho";2021
"30376852-2021";"Ameaça";"Copacabana";2021-07-16 00:00:00;"Julho";2021
"30475401-2021";"Captura de evadido";"Niterói";2021-07-16 00:00:00;"Julho";2021
"57502582-2021";"Lesão corporal dolosa";"Barra";2021-07-17 00:00:00;"Julho";2021
"26212501-2021";"Posse e uso";"Magé E Piabetá";2021-07-17 00:00:00;"Julho";2021
"68975901-2021";"Lesão corporal dolosa";"Japeri";2021-07-17 00:00:00;"Julho";2021
"08569071-2021";"Furto";"Nova Iguaçu";2021-07-17 00:00:00;"Julho";2021
"39117931-2021";"Mandado de prisão";"Leblon";2021-07-17 00:00:00;"Julho";2021
"36487021-2021";"Posse e uso";"Recreio";2021-07-17 00:00:00;"Julho";2021
"07317251-2021";"Receptação";"Ipanema";2021-07-17 00:00:00;"Julho";2021
"25757152-2021";"Posse e uso";"Recreio";2021-07-17 00:00:00;"Julho";2021
"15290161-2021";"Tráfico de drogas";"Copacabana";2021-07-17 00:00:00;"Julho";2021
"30348551-2021";"Receptação";"Magé E Piabetá";2021-07-17 00:00:00;"Julho";2021
NA;"Posse e uso";"Copacabana";2021-07-17 00:00:00;"Julho";NA
"15184891-2021";"Lesão corporal dolosa";"Laranjeiras";2021-07-17 00:00:00;"Julho";2021
"53559461-2021";"Posse e uso";"Lapa";2021-07-17 00:00:00;"Julho";2021
"16870211-2021";"Furto";"Lapa";2021-07-18 00:00:00;"Julho";2021
"76003071-2021";"Direção perigosa";"Caxias";2021-07-18 00:00:00;"Julho";2021
"98692371-2021";"Posse e uso";"Laranjeiras";2021-07-18 00:00:00;"Julho";2021
"19177891-2021";"Porte de arma branca";"Recreio";2021-07-18 00:00:00;"Julho";2021
"71857831-2021";"Furto";"Barra";2021-07-18 00:00:00;"Julho";2021
"69387851-2021";"Direção perigosa";"Niterói";2021-07-18 00:00:00;"Julho";2021
NA;"Posse e uso";"Japeri";2021-07-18 00:00:00;"Julho";NA
"24244091-2021";"Posse e uso";"Recreio";2021-07-18 00:00:00;"Julho";2021
"40522911-2021";"Apreensão de celular";"Méier";2021-07-18 00:00:00;"Julho";2021
"34875121-2021";"Apreensão de material";"Botafogo";2021-07-18 00:00:00;"Julho";2021
"50176691-2021";"Roubo de bicicleta";"Aterro";2021-07-18 00:00:00;"Julho";2021
"13175431-2021";"Dano ao patrimônio";"Méier";2021-07-18 00:00:00;"Julho";2021
"28417771-2021";"Apreensão de veículo";"Caxias";2021-07-18 00:00:00;"Julho";2021
"09098491-2021";"Posse e uso";"Recreio";2021-07-18 00:00:00;"Julho";2021
"74730551-2021";"Posse e uso";"Recreio";2021-07-18 00:00:00;"Julho";2021
"97369611-2021";"Posse e uso";"Recreio";2021-07-18 00:00:00;"Julho";2021
"61788481-2021";"Mandado de prisão";"Copacabana";2021-07-18 00:00:00;"Julho";2021
"86189031-2021";"Furto";"Tijuca";2021-07-18 00:00:00;"Julho";2021
"94699381-2021";"Apreensão de material";"Botafogo";2021-07-18 00:00:00;"Julho";2021
"31121291-2021";"Apreensão de material";"Méier";2021-07-18 00:00:00;"Julho";2021
"57095821-2021";"Dirigir sem cnh";"Méier";2021-07-18 00:00:00;"Julho";2021
"75049771-2021";"Receptação";"Centro";2021-07-18 00:00:00;"Julho";2021
"94303511-2021";"Apreensão de celular";"Magé E Piabetá";2021-07-18 00:00:00;"Julho";2021
"11161311-2021";"Apreensão de material";"Copacabana";2021-07-18 00:00:00;"Julho";2021
"40811961-2021";"Dirigir sem cnh";"Recreio";2021-07-18 00:00:00;"Julho";2021
"83963341-2021";"Simulacro";"Lapa";2021-07-18 00:00:00;"Julho";2021
"40916171-2021";"Mandado de prisão";"Lapa";2021-07-18 00:00:00;"Julho";2021
"14778421-2021";"Furto a estabelecimento comercial";"Barra";2021-07-19 00:00:00;"Julho";2021
"25969991-2021";"Mandado de prisão";"São Gonçalo";2021-07-19 00:00:00;"Julho";2021
"08494481-2021";"Posse e uso";"Barra";2021-07-19 00:00:00;"Julho";2021
"77125821-2021";"Posse e uso";"Miguel Pereira";2021-07-19 00:00:00;"Julho";2021
"86639691-2021";"Furto de aparelho de celular";"Ipanema";2021-07-19 00:00:00;"Julho";2021
"61064191-2021";"Furto de bicicleta";"Niterói";2021-07-19 00:00:00;"Julho";2021
"92549271-2021";"Captura de evadido";"Niterói";2021-07-19 00:00:00;"Julho";2021
"45363151-2021";"Apreensão de drogas";"Niterói";2021-07-19 00:00:00;"Julho";2021
"77944611-2021";"Encontro de pessoas";"Niterói";2021-07-19 00:00:00;"Julho";2021
"90092871-2021";"Direção perigosa";"Japeri";2021-07-19 00:00:00;"Julho";2021
"06902871-2021";"Dano ao patrimônio";"Nova Iguaçu";2021-07-19 00:00:00;"Julho";2021
"22075702-2021";"Posse e uso";"Copacabana";2021-07-19 00:00:00;"Julho";2021
"14285321-2021";"Adulteração do sinal identificador de veículo";"Lagoa";2021-07-19 00:00:00;"Julho";2021
"96724761-2021";"Mandado de prisão";"Lagoa";2021-07-19 00:00:00;"Julho";2021
"08564721-2021";"Adulteração do sinal identificador de veículo";"Nova Iguaçu";2021-07-19 00:00:00;"Julho";2021
"20294891-2021";"Furto a transeunte";"Botafogo";2021-07-19 00:00:00;"Julho";2021
"13867211-2021";"Apreensão de veículo";"Grajaú E Vila Isabel";2021-07-19 00:00:00;"Julho";2021
"36187441-2021";"Tráfico de drogas";"São Gonçalo";2021-07-19 00:00:00;"Julho";2021
"57377411-2021";"Mandado de prisão";"Niterói";2021-07-20 00:00:00;"Julho";2021
"72192201-2021";"Receptação";"Magé E Piabetá";2021-07-20 00:00:00;"Julho";2021
"65096431-2021";"Direção perigosa";"Niterói";2021-07-20 00:00:00;"Julho";2021
"02932871-2021";"Estelionato";"Bangu";2021-07-20 00:00:00;"Julho";2021
"19445251-2021";"Posse e uso";"São Gonçalo";2021-07-20 00:00:00;"Julho";2021
"86352031-2021";"Furto a estabelecimento comercial";"Centro";2021-07-20 00:00:00;"Julho";2021
"32325761-2021";"Furto";"Barra";2021-07-20 00:00:00;"Julho";2021
"46771781-2021";"Extorsão";"Recreio";2021-07-20 00:00:00;"Julho";2021
"33242191-2021";"Apreensão de celular";"Recreio";2021-07-20 00:00:00;"Julho";2021
"75907001-2021";"Posse e uso";"Recreio";2021-07-20 00:00:00;"Julho";2021
"85641221-2021";"Posse e uso";"Recreio";2021-07-20 00:00:00;"Julho";2021
"20670801-2021";"Mandado de prisão";"Nova Iguaçu";2021-07-20 00:00:00;"Julho";2021
"91516381-2021";"Posse e uso";"Recreio";2021-07-20 00:00:00;"Julho";2021
"36977581-2021";"Captura de evadido";"Niterói";2021-07-20 00:00:00;"Julho";2021
"53661291-2021";"Apreensão de material";"Itaguaí";2021-07-20 00:00:00;"Julho";2021
"65028001-2021";"Apreensão de veículo";"São Gonçalo";2021-07-21 00:00:00;"Julho";2021
"03220971-2021";"Mandado de prisão";"Aterro";2021-07-21 00:00:00;"Julho";2021
"78386631-2021";"Furto a estabelecimento comercial";"Laranjeiras";2021-07-21 00:00:00;"Julho";2021
"04904701-2021";"Posse e uso";"Laranjeiras";2021-07-21 00:00:00;"Julho";2021
"97713541-2021";"Apreensão de material";"Itaguaí";2021-07-21 00:00:00;"Julho";2021
"95958681-2021";"Posse e uso";"Recreio";2021-07-21 00:00:00;"Julho";2021
"35947421-2021";"Mandado de prisão";"Belford Roxo";2021-07-21 00:00:00;"Julho";2021
"44743681-2021";"Apreensão de celular";"Barra";2021-07-21 00:00:00;"Julho";2021
"91609531-2021";"Posse e uso";"Recreio";2021-07-21 00:00:00;"Julho";2021
"57365321-2021";"Mandado de prisão";"Caxias";2021-07-21 00:00:00;"Julho";2021
"51509661-2021";"Captura de evadido";"Itaguaí";2021-07-21 00:00:00;"Julho";2021
"65255522-2021";"Posse e uso";"Recreio";2021-07-21 00:00:00;"Julho";2021
"91424831-2021";"Furto a transeunte";"Niterói";2021-07-21 00:00:00;"Julho";2021
"64423981-2021";"Posse e uso";"Grajaú E Vila Isabel";2021-07-21 00:00:00;"Julho";2021
"76304041-2021";"Mandado de prisão";"Paracambi";2021-07-21 00:00:00;"Julho";2021
"56941211-2021";"Roubo de veículo";"Magé E Piabetá";2021-07-21 00:00:00;"Julho";2021
"66568971-2021";"Furto";"Nova Iguaçu";2021-07-21 00:00:00;"Julho";2021
"89757031-2021";"Furto";"Nova Iguaçu";2021-07-21 00:00:00;"Julho";2021
"08130381-2021";"Desacato";"Barra";2021-07-22 00:00:00;"Julho";2021
"28767501-2021";"Apreensão de material";"Copacabana";2021-07-22 00:00:00;"Julho";2021
"15212471-2021";"Apreensão de material";"Copacabana";2021-07-22 00:00:00;"Julho";2021
"91654531-2021";"Furto de bicicleta";"Paracambi";2021-07-22 00:00:00;"Julho";2021
"40716841-2021";"Furto de aparelho de celular";"Recreio";2021-07-22 00:00:00;"Julho";2021
"37448342-2021";"Apreensão de drogas";"Grajaú E Vila Isabel";2021-07-22 00:00:00;"Julho";2021
"76003291-2021";"Homicídio doloso";"Barra";2021-07-22 00:00:00;"Julho";2021
"49863531-2021";"Lesão corporal dolosa";"Copacabana";2021-07-22 00:00:00;"Julho";2021
"53136291-2021";"Averiguação em sede policial";"Laranjeiras";2021-07-22 00:00:00;"Julho";2021
"84769941-2021";"Recuperação de veículo";"Japeri";2021-07-22 00:00:00;"Julho";2021
"70827531-2021";"Desacato";"Ipanema";2021-07-22 00:00:00;"Julho";2021
"91811081-2021";"Resistência";"Lapa";2021-07-22 00:00:00;"Julho";2021
"93031711-2021";"Receptação";"Centro";2021-07-22 00:00:00;"Julho";2021
"98431541-2021";"Tráfico de drogas";"Magé E Piabetá";2021-07-23 00:00:00;"Julho";2021
"63465831-2021";"Posse e uso";"Recreio";2021-07-23 00:00:00;"Julho";2021
"70935771-2021";"Posse e uso";"Recreio";2021-07-23 00:00:00;"Julho";2021
"02251531-2021";"Posse e uso";"Recreio";2021-07-23 00:00:00;"Julho";2021
"03696771-2021";"Apreensão de material";"Barra";2021-07-23 00:00:00;"Julho";2021
"70369851-2021";"Posse e uso";"Japeri";2021-07-23 00:00:00;"Julho";2021
"64215511-2021";"Posse e uso";"Recreio";2021-07-23 00:00:00;"Julho";2021
"98495481-2021";"Apreensão de material";"Copacabana";2021-07-23 00:00:00;"Julho";2021
"51732281-2021";"Mandado de prisão";"Ipanema";2021-07-23 00:00:00;"Julho";2021
"03452121-2021";"Furto";"Niterói";2021-07-23 00:00:00;"Julho";2021
"98354891-2021";"Posse e uso";"Miguel Pereira";2021-07-23 00:00:00;"Julho";2021
"44728731-2021";"Furto";"Laranjeiras";2021-07-23 00:00:00;"Julho";2021
"69994131-2021";"Apreensão de material";"Barra";2021-07-23 00:00:00;"Julho";2021
"87707221-2021";"Roubo a transeunte";"Recreio";2021-07-23 00:00:00;"Julho";2021
"86819791-2021";"Receptação";"Méier";2021-07-23 00:00:00;"Julho";2021
"41207041-2021";"Desacato";"Ipanema";2021-07-23 00:00:00;"Julho";2021
"01329181-2021";"Posse e uso";"Recreio";2021-07-23 00:00:00;"Julho";2021
"18067471-2021";"Furto";"Laranjeiras";2021-07-23 00:00:00;"Julho";2021
"74715151-2021";"Maus tratos aos animais";"Japeri";2021-07-23 00:00:00;"Julho";2021
"43634181-2021";"Roubo de carga";"São Gonçalo";2021-07-23 00:00:00;"Julho";2021
"98646081-2021";"Simulacro";"Nova Iguaçu";2021-07-23 00:00:00;"Julho";2021
"29690821-2021";"Posse e uso";"Laranjeiras";2021-07-23 00:00:00;"Julho";2021
"92087011-2021";"Furto a estabelecimento comercial";"Laranjeiras";2021-07-23 00:00:00;"Julho";2021
"45676941-2021";"Apreensão de celular";"São Gonçalo";2021-07-23 00:00:00;"Julho";2021
"78972161-2021";"Posse e uso";"Miguel Pereira";2021-07-23 00:00:00;"Julho";2021
"72481711-2021";"Posse e uso";"Grajaú E Vila Isabel";2021-07-23 00:00:00;"Julho";2021
"52048301-2021";"Posse e uso";"Grajaú E Vila Isabel";2021-07-23 00:00:00;"Julho";2021
"96876011-2021";"Captura de evadido";"Copacabana";2021-07-23 00:00:00;"Julho";2021
"52357751-2021";"Lesão corporal";"Aterro";2021-07-23 00:00:00;"Julho";2021
"00047532-2021";"Apreensão de material";"Copacabana";2021-07-24 00:00:00;"Julho";2021
"80997221-2021";"Posse e uso";"Recreio";2021-07-24 00:00:00;"Julho";2021
"28883311-2021";"Furto de bicicleta";"Copacabana";2021-07-24 00:00:00;"Julho";2021
"59293471-2021";"Mandado de prisão";"Centro";2021-07-24 00:00:00;"Julho";2021
"92627401-2021";"Mandado de prisão";"Centro";2021-07-24 00:00:00;"Julho";2021
"08770611-2021";"Mandado de prisão";"Laranjeiras";2021-07-24 00:00:00;"Julho";2021
"37107421-2021";"Posse e uso";"Austin";2021-07-24 00:00:00;"Julho";2021
"04997241-2021";"Mandado de prisão";"Paracambi";2021-07-24 00:00:00;"Julho";2021
"05839371-2021";"Apreensão de material";"Barra";2021-07-24 00:00:00;"Julho";2021
"16242511-2021";"Furto a estabelecimento comercial";"Tijuca";2021-07-24 00:00:00;"Julho";2021
"33679921-2021";"Furto";"Tijuca";2021-07-24 00:00:00;"Julho";2021
"93146241-2021";"Mandado de prisão";"Leblon";2021-07-24 00:00:00;"Julho";2021
"50912131-2021";"Furto";"Méier";2021-07-24 00:00:00;"Julho";2021
"79773691-2021";"Estelionato";"Méier";2021-07-24 00:00:00;"Julho";2021
"58199431-2021";"Furto";"Barra";2021-07-24 00:00:00;"Julho";2021
"22828501-2021";"Posse e uso";"Recreio";2021-07-24 00:00:00;"Julho";2021
"05522291-2021";"Receptação";"Recreio";2021-07-24 00:00:00;"Julho";2021
"10596281-2021";"Exercício ilegal da profissão";"Laranjeiras";2021-07-24 00:00:00;"Julho";2021
"50656781-2021";"Posse e uso";"Recreio";2021-07-24 00:00:00;"Julho";2021
"95644611-2021";"Contravenção";"Méier";2021-07-24 00:00:00;"Julho";2021
"48098511-2021";"Posse e uso";"Recreio";2021-07-24 00:00:00;"Julho";2021
"99343131-2021";"Posse e uso";"Grajaú E Vila Isabel";2021-07-24 00:00:00;"Julho";2021
"10304651-2021";"Desacato";"Centro";2021-07-24 00:00:00;"Julho";2021
"53527421-2021";"Posse e uso";"Austin";2021-07-24 00:00:00;"Julho";2021
"84913541-2021";"Furto";"Botafogo";2021-07-24 00:00:00;"Julho";2021
"52963431-2021";"Encontro de pessoas";"Copacabana";2021-07-24 00:00:00;"Julho";2021
"01363171-2021";"Fato atípico";"Aterro";2021-07-24 00:00:00;"Julho";2021
"99256201-2021";"Furto";"Lapa";2021-07-24 00:00:00;"Julho";2021
"33430801-2021";"Roubo";"Nova Iguaçu";2021-07-24 00:00:00;"Julho";2021
"49625951-2021";"Furto a estabelecimento comercial";"Niterói";2021-07-24 00:00:00;"Julho";2021
"12481701-2021";"Captura de evadido";"Niterói";2021-07-24 00:00:00;"Julho";2021
"97844531-2021";"Posse e uso";"Japeri";2021-07-24 00:00:00;"Julho";2021
"37187791-2021";"Recuperação de veículo";"Japeri";2021-07-24 00:00:00;"Julho";2021
"71470811-2021";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2021-07-25 00:00:00;"Julho";2021
"74123311-2021";"Receptação";"Niterói";2021-07-25 00:00:00;"Julho";2021
"77890281-2021";"Posse e uso";"Miguel Pereira";2021-07-25 00:00:00;"Julho";2021
"33139141-2021";"Furto";"Botafogo";2021-07-25 00:00:00;"Julho";2021
"21643491-2021";"Posse e uso";"Austin";2021-07-25 00:00:00;"Julho";2021
"84679701-2021";"Roubo a transeunte";"Ipanema";2021-07-25 00:00:00;"Julho";2021
"23636601-2021";"Dano ao patrimônio";"Laranjeiras";2021-07-25 00:00:00;"Julho";2021
"23922231-2021";"Mandado de prisão";"São Gonçalo";2021-07-25 00:00:00;"Julho";2021
"95533911-2021";"Posse e uso";"Ipanema";2021-07-25 00:00:00;"Julho";2021
"58746201-2021";"Receptação";"Copacabana";2021-07-25 00:00:00;"Julho";2021
"01828271-2021";"Posse e uso";"Japeri";2021-07-25 00:00:00;"Julho";2021
"85366461-2021";"Desacato";"Miguel Pereira";2021-07-25 00:00:00;"Julho";2021
"45514811-2021";"Dirigir sem cnh";"Centro";2021-07-25 00:00:00;"Julho";2021
"22185311-2021";"Adulteração do sinal identificador de veículo";"Austin";2021-07-25 00:00:00;"Julho";2021
"51984631-2021";"Receptação";"Botafogo";2021-07-25 00:00:00;"Julho";2021
"86151131-2021";"Posse e uso";"São Gonçalo";2021-07-25 00:00:00;"Julho";2021
"90658361-2021";"Apreensão de material";"Niterói";2021-07-25 00:00:00;"Julho";2021
"09113301-2021";"Captura de evadido";"Nova Iguaçu";2021-07-25 00:00:00;"Julho";2021
"37259341-2021";"Tráfico de drogas";"Lapa";2021-07-26 00:00:00;"Julho";2021
"56809221-2021";"Furto de veículo";"São Gonçalo";2021-07-26 00:00:00;"Julho";2021
"93144101-2021";"Posse e uso";"Magé E Piabetá";2021-07-26 00:00:00;"Julho";2021
"78647411-2021";"Posse e uso";"Recreio";2021-07-26 00:00:00;"Julho";2021
"99036472-2021";"Lesão corporal dolosa";"Laranjeiras";2021-07-26 00:00:00;"Julho";2021
"59697481-2021";"Desacato";"Botafogo";2021-07-26 00:00:00;"Julho";2021
"35665491-2021";"Posse e uso";"Recreio";2021-07-26 00:00:00;"Julho";2021
"02954071-2021";"Furto de bicicleta";"Copacabana";2021-07-26 00:00:00;"Julho";2021
"81926932-2021";"Ameaça";"Bangu";2021-07-26 00:00:00;"Julho";2021
"44134451-2021";"Posse e uso";"São Gonçalo";2021-07-26 00:00:00;"Julho";2021
"57026301-2021";"Posse e uso";"Copacabana";2021-07-26 00:00:00;"Julho";2021
"04949911-2021";"Dirigir sem cnh";"Recreio";2021-07-26 00:00:00;"Julho";2021
"69776081-2021";"Apreensão de material";"Méier";2021-07-26 00:00:00;"Julho";2021
"85936951-2021";"Mandado de prisão";"São Gonçalo";2021-07-26 00:00:00;"Julho";2021
"93672091-2021";"Fato atípico";"São Gonçalo";2021-07-26 00:00:00;"Julho";2021
"55088491-2021";"Mandado de prisão";"São Gonçalo";2021-07-26 00:00:00;"Julho";2021
"97274471-2021";"Roubo de aparelho celular";"São Gonçalo";2021-07-26 00:00:00;"Julho";2021
"53680981-2021";"Captura de evadido";"Itaguaí";2021-07-26 00:00:00;"Julho";2021
"90251811-2021";"Furto";"Ipanema";2021-07-26 00:00:00;"Julho";2021
"66947341-2021";"Posse e uso";"Centro";2021-07-26 00:00:00;"Julho";2021
"46499721-2021";"Furto a transeunte";"Copacabana";2021-07-27 00:00:00;"Julho";2021
"40383651-2021";"Furto a transeunte";"Copacabana";2021-07-27 00:00:00;"Julho";2021
"36799811-2021";"Posse e uso";"Leblon";2021-07-27 00:00:00;"Julho";2021
"72975331-2021";"Apreensão de veículo";"São Gonçalo";2021-07-27 00:00:00;"Julho";2021
"11589041-2021";"Apreensão de material";"Grajaú E Vila Isabel";2021-07-27 00:00:00;"Julho";2021
"77206071-2021";"Receptação";"Belford Roxo";2021-07-27 00:00:00;"Julho";2021
"19570471-2021";"Posse e uso";"Botafogo";2021-07-27 00:00:00;"Julho";2021
"03122051-2021";"Tráfico de drogas";"Recreio";2021-07-27 00:00:00;"Julho";2021
"84958961-2021";"Ameaça";"Centro";2021-07-27 00:00:00;"Julho";2021
"95106491-2021";"Roubo a transeunte";"Itaguaí";2021-07-27 00:00:00;"Julho";2021
"76452821-2021";"Posse e uso";"Recreio";2021-07-27 00:00:00;"Julho";2021
"99539981-2021";"Posse e uso";"Recreio";2021-07-27 00:00:00;"Julho";2021
"98958572-2021";"Mandado de prisão";"São Gonçalo";2021-07-27 00:00:00;"Julho";2021
"89151271-2021";"Posse e uso";"São Gonçalo";2021-07-27 00:00:00;"Julho";2021
"12390761-2021";"Posse e uso";"Miguel Pereira";2021-07-27 00:00:00;"Julho";2021
"24257321-2021";"Vias de fato";"Niterói";2021-07-27 00:00:00;"Julho";2021
